The Importance of Being Earnest offers opportunities for occasional smiles and chuckles;1
The Importance of Being Earnest;1
offers opportunities for occasional smiles and;1
offers opportunities for occasional smiles;1
for occasional smiles;1
occasional smiles;1
chuckles;-1
does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances;-1
give us a reason to be in the theater beyond Wilde s wit and the actors  performances;-1
give;1
theater;1
Wilde s wit and;1
The latest vapid actor s exercise to appropriate the structure of Arthur Schnitzler s Reigen ;-1
vapid actor s exercise to appropriate the structure of Arthur Schnitzler s Reigen;-1
vapid actor s exercise;-1
vapid;-1
appropriate;1
Arthur Schnitzler s Reigen;1
More vaudeville show than wellconstructed narrative  but on those terms it s inoffensive and actually rather sweet;1
More vaudeville show than wellconstructed narrative ;-1
More vaudeville show than wellconstructed narrative;-1
show than wellconstructed narrative;1
than wellconstructed narrative;1
wellconstructed narrative;2
wellconstructed;1
on those terms it s inoffensive and actually rather sweet;1
it s inoffensive and actually rather sweet;1
s inoffensive and actually rather sweet;1
inoffensive and actually rather sweet;1
inoffensive;-1
rather sweet;1
more than a runofthemill action;1
runofthemill action;-1
runofthemill;-1
Hampered  no  paralyzed  by a selfindulgent script  that aims for poetry and ends up sounding like satire ;-2
Hampered  no  paralyzed  by a selfindulgent script  that aims for poetry and ends up sounding like satire;-1
Hampered  no  paralyzed  by a selfindulgent script ;-1
Hampered  no  paralyzed  by a selfindulgent script;-1
no  paralyzed;-1
no;-1
 paralyzed;-1
by a selfindulgent script;-1
a selfindulgent script;-2
selfindulgent;-1
that aims for poetry and ends up sounding like satire;-1
aims for poetry and ends up sounding like satire;-1
poetry;1
ends up sounding like satire;-1
sounding;1
Ice Age is the first computergenerated feature cartoon to feel like other movies  and;1
Ice Age is the first computergenerated feature cartoon to feel like other movies;1
is the first computergenerated feature cartoon to feel like other movies;1
the first computergenerated feature cartoon to feel like other movies;2
first computergenerated feature cartoon;1
to feel like other movies;1
makes for some glacial pacing early on;-1
makes for some glacial pacing;-1
There s very little sense to what s going on here  but the makers serve up the cliches with considerable dash;-1
There s very little sense to what s going on here  but;-1
There s very little sense to what s going on here ;-2
There s very little sense to what s going on here;-1
s very little sense to what s going on here;-1
very little sense to what s going on here;-1
very little sense;-1
what s going on here;-1
the cliches with considerable dash;-1
the cliches;-1
considerable;1
followed the runaway success of his first film  The Full Monty ;1
the runaway success of his first film  The Full Monty ;2
the runaway success;2
runaway success;1
success;1
of his first film  The Full Monty ;-1
Full;1
something different;1
They re the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ;-1
re the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid ;-1
the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid;-1
the unnamed  easily substitutable forces;-1
unnamed  easily substitutable;-1
 easily substitutable;-1
easily;1
substitutable;-1
whatever terror the heroes of horror movies try to avoid;-1
whatever;-1
terror the heroes of horror movies try to avoid;-1
terror;-1
the heroes of horror movies try to avoid;-1
heroes;1
horror;-1
try to avoid;-1
to avoid;-1
avoid;-2
It almost feels as if the movie is more interested in entertaining itself than in amusing us ;-1
almost feels as if the movie is more interested in entertaining itself than in amusing us ;-2
feels as if the movie is more interested in entertaining itself than in amusing us ;-1
feels as if the movie is more interested in entertaining itself than in amusing us;-1
as if the movie is more interested in entertaining itself than in amusing us;-1
if the movie is more interested in entertaining itself than in amusing us;-1
the movie is more interested in entertaining itself than in amusing us;-1
is more interested in entertaining itself than in amusing us;-1
more interested in entertaining itself than in amusing us;-1
more interested in entertaining itself;-1
interested in entertaining itself;1
interested;1
entertaining itself;1
in amusing us;1
amusing us;1
amusing;2
The movie s progression into rambling incoherence gives new meaning to the phrase  fatal script error  ;-2
The movie s progression into rambling incoherence;-2
The movie s progression;1
into rambling incoherence;-1
rambling incoherence;-1
rambling;-1
incoherence;-1
gives new meaning to the phrase  fatal script error  ;-2
gives new meaning to the phrase  fatal script error;-1
new;1
to the phrase  fatal script error;-1
the phrase  fatal script error;-1
phrase  fatal script error;-1
 fatal script error;-2
fatal script error;-2
script error;-1
error;-1
Do nt judge this one too soon  it s a dark  gritty story but it takes off in totally unexpected directions and keeps on going ;1
Do nt judge this one too soon;1
Do nt;-1
it s a dark  gritty story but;1
s a dark  gritty story;1
gritty;1
it takes off in totally unexpected directions and keeps on going;1
takes off in totally unexpected directions and;1
takes off in totally unexpected directions;1
totally unexpected directions;1
So could young romantics out on a date ;1
could young romantics out on a date;1
young romantics;2
romantics;1
out;-1
a date;1
Tartakovsky s team has some freakish powers of visual charm  but the five writers slip into the modern rut of narrative banality ;-2
Tartakovsky s team has some freakish powers of visual charm  but the five writers slip into the modern rut of narrative banality;-1
Tartakovsky s team has some freakish powers of visual charm  but;1
Tartakovsky s team has some freakish powers of visual charm ;1
Tartakovsky s team has some freakish powers of visual charm;1
team;1
has some freakish powers of visual charm;1
freakish;1
of visual charm;1
visual charm;1
charm;1
the five writers;1
slip into the modern rut of narrative banality;-1
into the modern rut of narrative banality;-1
the modern rut of narrative banality;-1
the modern rut;-1
rut;-1
of narrative banality;-2
narrative banality;-1
banality;-1
Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role ;1
is right at home in this French shocker playing his usual bad boy weirdo role ;1
is right at home in this French shocker playing his usual bad boy weirdo role;1
right at home in this French shocker;1
right at home;1
right;1
French shocker;1
bad;-2
If a horror movie s primary goal is to frighten and disturb  then They works spectacularly well  A shiverinducing  nerverattling ride ;2
goal;1
is to frighten and disturb;-1
frighten and;-1
disturb;-1
 then They works spectacularly well  A shiverinducing  nerverattling ride ;2
then They works spectacularly well  A shiverinducing  nerverattling ride ;2
They works spectacularly well  A shiverinducing  nerverattling ride ;2
works spectacularly well  A shiverinducing  nerverattling ride ;2
works spectacularly well  A shiverinducing  nerverattling ride;2
works spectacularly well ;1
works spectacularly well;1
spectacularly well;2
spectacularly;2
well;1
A shiverinducing;1
shiverinducing;1
This 100minute movie only has about 25 minutes of decent material ;-1
only has about 25 minutes of decent material ;-1
has about 25 minutes of decent material ;1
has about 25 minutes of decent material;-1
about 25 minutes of decent material;-1
decent material;1
decent;1
Less the sensational truecrime helljaunt purists might like and more experimental in its storytelling LRB though no less horrifying for it RRB ;1
the sensational truecrime helljaunt purists might like and more experimental in its storytelling LRB though no less horrifying for it RRB ;1
the sensational truecrime helljaunt purists might like and more experimental in its storytelling LRB though no less horrifying for it RRB;2
the sensational truecrime helljaunt purists might like and more experimental in its storytelling;1
the sensational truecrime;1
sensational truecrime;2
sensational;2
helljaunt purists;-1
helljaunt;-1
might like and more experimental in its storytelling;1
more experimental in its storytelling;1
more experimental;1
LRB;-1
horrifying;-1
RRB;1
As tricky and satisfying as any of David Mamet s airless cinematic shell games ;1
As tricky and satisfying as any of David;1
tricky and satisfying as any of David;1
tricky and satisfying;1
satisfying;2
Mamet s airless cinematic shell games ;1
airless cinematic shell games ;-1
cinematic;1
I m sure the filmmaker would disagree  but  honestly  I do nt see the point ;-1
m sure the filmmaker would disagree  but  honestly  I do nt see the point ;-1
m sure the filmmaker would disagree  but  honestly  I do nt see the point;-2
sure the filmmaker would disagree  but  honestly  I do nt see the point;-1
the filmmaker would disagree  but  honestly  I do nt see the point;-1
the filmmaker would disagree;-1
disagree;1
honestly  I do nt see the point;-2
honestly;1
 I do nt see the point;-1
I do nt see the point;-1
do nt see the point;-1
Jones has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers ;2
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers ;2
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers;1
tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers;2
tackled a meaty subject and;1
tackled a meaty subject;1
a meaty subject;1
meaty subject;1
meaty;1
drawn engaging characters while peppering the pages with memorable zingers;1
drawn engaging characters;2
engaging characters;1
engaging;2
while peppering the pages with memorable zingers;1
peppering the pages with memorable zingers;1
with memorable zingers;1
memorable zingers;1
memorable;2
Bloody Sunday has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made ;2
Bloody;-1
has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made ;2
has the grace to call for prevention rather than to place blame  making it one of the best war movies ever made;2
the grace to call for prevention rather than to place blame  making it one of the best war movies ever made;2
grace to call for prevention rather than to place blame  making it one of the best war movies ever made;2
grace;1
to call for prevention rather than to place blame  making it one of the best war movies ever made;2
call for prevention rather than to place blame  making it one of the best war movies ever made;2
to place blame;-1
making it one of the best war movies ever made;2
it one of the best war movies ever made;2
one of the best war movies ever made;2
of the best war movies ever made;2
the best war movies ever made;2
the best war movies;1
best war movies;2
war movies;-1
war;-1
Takes a clunky TVmovie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker ;-1
Takes a clunky TVmovie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;-1
a clunky TVmovie approach to detailing a chapter in the life of the celebrated Irish playwright  poet and drinker;-1
clunky TVmovie approach;-2
clunky TVmovie;-1
clunky;-1
detailing;1
life;1
celebrated;1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes a strong case for letting sleeping dogs lie ;-1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes a strong case for letting sleeping dogs lie;-1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno makes;-1
coming down off of Miramax s deep shelves after a couple of aborted attempts  Waking Up in Reno;-1
coming down off of Miramax s deep shelves after a couple of aborted attempts ;-1
after a couple of aborted attempts;-1
a couple of aborted attempts;-1
of aborted attempts;-1
aborted attempts;-1
a strong case for letting sleeping dogs lie;-1
a strong case;1
strong case;1
strong;1
lie;-1
Thanks largely to Williams  all the interesting developments are processed in 60 minutes  the rest is just an overexposed waste of film ;-2
Thanks largely to Williams  all the interesting developments are processed in 60 minutes  the rest is just an overexposed waste of film;-1
Thanks largely to Williams  all the interesting developments are processed in 60 minutes;1
Thanks largely;1
all the interesting developments;1
interesting developments;1
interesting;1
the rest is just an overexposed waste of film;-2
is just an overexposed waste of film;-2
an overexposed waste of film;-2
an overexposed waste;-2
overexposed waste;-1
overexposed;-1
waste;-1
Comes across as a relic from a bygone era  and its convolutions  feel silly rather than plausible ;-2
Comes across as a relic from a bygone era  and its convolutions  feel silly rather than plausible;-1
as a relic from a bygone era  and its convolutions  feel silly rather than plausible;-2
a relic from a bygone era  and its convolutions  feel silly rather than plausible;-1
relic from a bygone era  and its convolutions ;-1
its convolutions;-1
silly rather than plausible;-1
silly rather than;-1
silly;1
Perhaps it s cliche to call the film  refreshing   but it is ;2
Perhaps it s cliche to call the film  refreshing   but it is;2
Perhaps it s cliche to call the film  refreshing   but;1
Perhaps it s cliche to call the film  refreshing  ;1
Perhaps it s cliche to call the film  refreshing;1
s cliche to call the film  refreshing;-1
cliche;-1
to call the film  refreshing;1
call the film  refreshing;1
 refreshing;2
refreshing;1
it is;1
Both lead performances are Oscarsize ;2
lead performances;1
are Oscarsize;1
Run for your lives !;-2
Run for your lives;-2
Mark Pellington s latest pop thriller is as kooky and overeager as it is spooky and subtly in love with myth ;1
thriller;1
as kooky and overeager as it is spooky and subtly in love with myth;1
kooky and overeager as it is spooky and subtly in love with myth;1
kooky and overeager;-1
overeager;-1
as it is spooky and subtly in love with myth;1
it is spooky and subtly in love with myth;1
is spooky and subtly in love with myth;1
is spooky and subtly;1
spooky and subtly;1
in love with myth;1
Claude Chabrol s camera has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements ;1
Claude;1
has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements ;1
has a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;1
a way of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;1
of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;1
gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;1
swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements;1
cradles its characters  veiling tension beneath otherwise tender movements;1
veiling tension beneath otherwise tender movements;1
veiling tension;-1
beneath otherwise tender movements;1
tender movements;1
Transforms one of LRB Shakespeare s RRB deepest tragedies into a smart new comedy ;1
Transforms one of LRB Shakespeare s RRB deepest tragedies into a smart new comedy;1
Transforms one of LRB Shakespeare s RRB deepest tragedies;1
Shakespeare;-1
deepest tragedies;-1
tragedies;-1
into a smart new comedy;1
a smart new comedy;2
smart new comedy;2
smart;2
The screenplay by James Eric  James Horton and director Peter OFallon  is so pat it makes your teeth hurt ;-1
Eric;1
 is so pat it makes your teeth hurt ;-1
is so pat it makes your teeth hurt ;-1
is so pat it makes your teeth hurt;-1
so pat it makes your teeth hurt;-1
it makes your teeth hurt;-1
makes your teeth hurt;-2
hurt;-1
But arriving at a particularly dark moment in history  it offers flickering reminders of the ties that bind us ;1
arriving at a particularly dark moment in history  it offers flickering reminders of the ties that bind us ;1
moment;1
offers flickering reminders of the ties that bind us ;1
offers flickering reminders of the ties that bind us;1
flickering reminders of the ties that bind us;1
bind us;-1
Its generic villains lack any intrigue LRB other than their funny accents RRB and the action scenes are poorly delivered ;-1
Its generic villains lack any intrigue LRB other than their funny accents RRB and the action scenes are poorly delivered;-2
Its generic villains lack any intrigue LRB other than their funny accents RRB and;-2
Its generic villains lack any intrigue LRB other than their funny accents RRB;-1
generic villains;-1
generic;-1
villains;-1
lack any intrigue LRB other than their funny accents RRB;-1
than their funny accents;1
funny;1
the action scenes are poorly delivered;-1
action scenes;1
are poorly delivered;-1
are poorly;-1
poorly;-1
The characters are more deeply thought through than in most  rightthinking  films ;1
are more deeply thought through than in most  rightthinking  films;1
thought through than in most  rightthinking  films;1
through than in most  rightthinking  films;1
rightthinking  films;1
The film  despite the gratuitous cinematic distractions impressed upon it  is still good fun ;1
 despite the gratuitous cinematic distractions impressed upon it  is still good fun ;1
despite the gratuitous cinematic distractions impressed upon it  is still good fun ;1
the gratuitous cinematic distractions;-1
gratuitous cinematic distractions;1
distractions;-1
impressed;2
 is still good fun ;1
is still good fun ;1
is still good fun;1
good fun;2
fun;2
Downright transparent is the script s endless assault of embarrassingly hamfisted sex jokes that reek of a script rewrite designed to garner the film a  cooler  PG13 rating ;-2
Downright transparent;-1
is the script s endless assault of embarrassingly hamfisted sex jokes that reek of a script rewrite designed to garner the film a  cooler  PG13 rating ;-2
is the script s endless assault of embarrassingly hamfisted sex jokes that reek of a script rewrite designed to garner the film a  cooler  PG13 rating;-2
is the script s endless assault of embarrassingly hamfisted sex jokes;-2
the script s endless assault of embarrassingly hamfisted sex jokes;-1
the script s endless assault;-1
endless assault;-2
endless;-1
assault;-1
of embarrassingly hamfisted sex jokes;-1
embarrassingly hamfisted sex jokes;-2
embarrassingly hamfisted;-1
embarrassingly;-1
hamfisted;-1
sex;1
that reek of a script rewrite designed to garner the film a  cooler  PG13 rating;-1
reek of a script rewrite designed to garner the film a  cooler  PG13 rating;-1
reek of a script;-1
garner the film a  cooler  PG13 rating;1
PG13;1
A smart  provocative drama that does the nearly impossible  It gets under the skin of a man we only know as an evil  monstrous lunatic ;2
A smart  provocative drama that does the nearly impossible  It gets under the skin of a man we only know as an evil  monstrous lunatic;2
A smart  provocative drama that does the nearly impossible ;2
A smart  provocative drama that does the nearly impossible;2
A smart  provocative drama;1
smart  provocative drama;2
 provocative drama;1
provocative drama;2
provocative;1
drama;-1
that does the nearly impossible;1
does the nearly impossible;2
impossible;-2
gets under the skin of a man we only know as an evil  monstrous lunatic;-1
under the skin of a man we only know as an evil  monstrous lunatic;-1
of a man we only know as an evil  monstrous lunatic;-1
we only know as an evil  monstrous lunatic;-1
know as an evil  monstrous lunatic;-1
as an evil  monstrous lunatic;-1
an evil  monstrous lunatic;-1
evil  monstrous lunatic;-1
evil;-1
monstrous;-1
It s like a driveby ;-1
s like a driveby;-1
is many things  stoner midnight flick  scifi deconstruction  gay fantasia  but above all it s a love story as sanguine as its title ;1
is many things  stoner midnight flick  scifi deconstruction  gay fantasia ;-1
 stoner midnight flick  scifi deconstruction  gay fantasia ;-1
stoner midnight flick  scifi deconstruction;-1
above all;1
s a love story as sanguine as its title;1
a love story as sanguine as its title;1
a love story as sanguine;-1
A very funny romantic comedy about two skittish New York middleagers who stumble into a relationship and then struggle furiously with their fears and foibles ;1
A very funny romantic comedy about two skittish New York middleagers who stumble into a relationship and then;1
A very funny romantic comedy;1
very funny romantic comedy;1
very funny;2
struggle furiously;-1
struggle;-1
furiously;-1
fears;-1
But it has an ambition to say something about its subjects  but not a willingness ;-1
has an ambition to say something about its subjects  but not a willingness ;-1
ambition;1
say something about its subjects;1
not;-1
LRB Scherfig RRB has made a movie that will leave you wondering about the characters  lives after the clever credits roll ;1
has made a movie that will leave you wondering about the characters  lives after the clever credits roll ;1
has made a movie that will leave you wondering about the characters  lives after the clever credits roll;2
made a movie that will leave you wondering about the characters  lives after the clever credits roll;2
a movie that will leave you wondering about the characters  lives after the clever credits roll;1
that will leave you wondering about the characters  lives after the clever credits roll;1
will leave you wondering about the characters  lives after the clever credits roll;1
you wondering about the characters  lives after the clever credits roll;2
wondering about the characters  lives after the clever credits roll;1
after the clever credits roll;1
the clever credits roll;1
clever credits roll;1
clever;2
LRB An RRB absorbing documentary ;1
LRB An RRB absorbing documentary;1
An RRB;1
absorbing documentary;1
absorbing;1
Reeks of rot and hack;-1
Reeks;-1
of rot and hack;-1
rot and hack;-1
rot;-1
hack;-1
work from start to finish ;1
Plays like a series of vignettes  clips of a film that are still looking for a common throughline ;-1
clips of a film that are still looking for a common throughline;-1
of a film that are still looking for a common throughline;-1
a film that are still looking for a common throughline;-1
are still looking for a common throughline;-1
common throughline;1
;-1
Contrived;-1
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character ;-1
The major problem with Windtalkers;-1
The major problem;-1
major problem;-1
problem;-1
that the bulk of the movie centers on the wrong character;-1
centers;1
wrong;-1
Swimfan  like Fatal Attraction;1
eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub ;-1
goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub ;-2
goes overboard;-1
overboard;-1
with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub;-1
a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub;-1
a loony melodramatic denouement;-1
loony;-1
melodramatic denouement;-1
denouement;-1
in which a high school swimming pool substitutes for a bathtub;-1
This is a heartfelt story  it just is nt a very involving one ;-1
This is a heartfelt story  it just is nt a very involving one;-1
This is a heartfelt story ;1
This is a heartfelt story;2
is a heartfelt story;1
a heartfelt story;1
heartfelt story;2
heartfelt;1
it just is nt a very involving one;-1
just is nt a very involving one;-1
is nt a very involving one;-1
is nt a very;-1
is nt;-1
An unsettling  memorable cinematic experience that does its predecessors proud ;2
An unsettling  memorable cinematic experience that;2
An unsettling  memorable cinematic experience;1
unsettling  memorable cinematic experience;1
 memorable cinematic experience;2
memorable cinematic experience;1
cinematic experience;1
does its predecessors proud ;1
does its predecessors proud;2
its predecessors proud;1
predecessors;1
proud;2
All in all  it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own ;1
 it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own ;1
it s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own ;2
s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own ;1
s a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;1
a pretty good execution of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;2
a pretty good execution;1
pretty good execution;1
pretty good;1
pretty;2
of a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;2
a story that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;2
that s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;1
s a lot richer than the ones Hollywood action screenwriters usually come up with on their own;1
